ColorID,ACCode,LValue,AValue,BValue,RGB
43229,"J6N.046.817",8.7447602000000003e+01,-4.4254639999999998e+00,5.2443650000000002e+00,"D7DECF"
43230,"P48.127.635",6.9237084999999993e+01,-1.2585210000000000e+01,-5.1567569999999998e+00,"8AB0B1"
43231,"N7N.075.700",7.5788826999999998e+01,-8.8851990000000001e+00,-1.7157650000000000e+00,"A7C0BC"
43232,"M8N.040.770",8.2719083999999995e+01,-5.5081160000000002e+00,2.0359900000000000e-01,"C3D1CC"
43233,"KNN.029.800",8.5781217999999996e+01,-3.1168659999999999e+00,3.0884360000000002e+00,"D3D8CF"
43234,"HNN.029.825",8.8249332999999993e+01,-1.6436599999999999e+00,3.9812669999999999e+00,"DEDED4"
43235,"Q30.121.443",5.0017498000000003e+01,-8.1755829999999996e+00,-5.6380059999999999e+00,"627C7F"
43236,"T26.154.396",4.5329869000000002e+01,-2.5663960000000001e+00,-1.3154144000000001e+01,"5A6E80"
43237,"T0N.058.640",6.9776038999999997e+01,-1.5352690000000000e+00,-5.8110439999999999e+00,"A2ACB3"
43238,"H4N.035.524",5.8131011999999998e+01,-1.3854550000000001e+00,3.5382080000000000e+00,"8C8C84"
43239,"F9N.057.474",5.3102854000000001e+01,8.3274000000000001e-02,5.6279820000000003e+00,"837E74"
43240,"F9N.086.569",6.2656961000000003e+01,1.9390999999999999e-02,9.5054820000000007e+00,"9F9786"
43241,"F3N.077.299",3.5699717000000000e+01,9.5747599999999999e-01,5.8639419999999998e+00,"59534A"
43242,"F1N.051.435",4.9264730999999998e+01,1.0245320000000000e+00,4.8092259999999998e+00,"7A746C"
43243,"F0N.065.548",6.0569111999999997e+01,1.7784420000000001e+00,6.9728019999999997e+00,"9A9185"
43244,"D4N.053.492",5.4984400000000001e+01,3.8010769999999998e+00,4.8330419999999998e+00,"8E817A"
232249,"A8N.056.803",8.6012681000000001e+01,1.0012740000000001e+01,2.3582930000000002e+00,"ECD1D1"
232250,"A8N.076.737",7.9498900000000006e+01,1.2861136000000000e+01,2.8395130000000002e+00,"DFBDBF"
232251,"A95.340.273",3.3038525000000000e+01,3.5492975999999999e+01,9.0499200000000002e+00,"823340"
232252,"A89.309.177",2.3430143000000001e+01,2.8389672999999998e+01,6.7651370000000002e+00,"60242E"
232253,"A98.401.256",3.1310379999999999e+01,4.0806673000000004e+01,1.0817947000000000e+01,"84283A"
232254,"A96.460.293",3.5019387000000002e+01,4.9261699000000000e+01,1.2663862999999999e+01,"992540"
232255,"YNN.004.605",6.6208153999999993e+01,6.7029799999999995e-01,-3.1968500000000000e-01,"A2A1A0"
232256,"UNN.015.139",1.9634287000000000e+01,2.5052600000000003e-01,-1.3012109999999999e+00,"2F3031"
232257,"YNN.014.149",2.0640650000000001e+01,1.3642280000000000e+00,-6.7356899999999997e-01,"333132"
232258,"CNN.021.760",8.1700946999999999e+01,3.0855290000000002e+00,1.9054270000000000e+00,"D3C9C6"
232259,"ANN.017.794",8.5135041999999999e+01,3.1972740000000002e+00,4.7363400000000000e-01,"DBD3D2"
232260,"ANN.011.848",9.0526572999999999e+01,2.0703550000000002e+00,5.4922400000000005e-01,"E8E3E1"
232261,"ZNN.020.260",3.1785011000000001e+01,2.2165360000000001e+00,-1.1155700000000000e-01,"4E4A4A"
232262,"ZNN.024.352",4.0945449000000004e+01,3.0152670000000001e+00,-2.8436699999999998e-01,"655F60"
232263,"ANN.024.453",5.1008085000000001e+01,3.2918050000000001e+00,8.8796000000000000e-02,"7F7878"
232264,"ANN.022.555",6.1282362999999997e+01,3.3360940000000001e+00,1.1735900000000000e-01,"9A9293"
232265,"ANN.023.653",7.1083110000000005e+01,3.7739240000000001e+00,5.9948100000000004e-01,"B6ACAC"
232266,"ANN.021.714",7.7183783000000005e+01,3.6177549999999998e+00,7.4480700000000000e-01,"C6BDBC"
232267,"ANN.026.734",7.9137794000000000e+01,4.5546810000000004e+00,1.4404000000000000e-02,"CDC1C3"
232268,"ANN.026.778",8.3578698000000003e+01,4.7047770000000000e+00,4.0979100000000002e-01,"DACECE"
232269,"ANN.022.805",8.6267612999999997e+01,3.9629560000000001e+00,8.4699999999999998e-01,"E0D5D5"
232270,"ANN.018.822",8.7986575999999999e+01,3.3456820000000000e+00,6.4657699999999996e-01,"E4DBDA"
232271,"ANN.024.841",8.9834586000000002e+01,4.5168790000000003e+00,7.4354500000000001e-01,"EBDFDF"
232272,"A8N.042.694",7.5104731999999998e+01,6.9930990000000000e+00,1.4906690000000000e+00,"C7B5B5"
232273,"A7N.046.212",2.6980004000000001e+01,4.5075040000000000e+00,9.5798700000000003e-01,"473D3E"
232274,"A9N.083.781",8.3860504000000006e+01,1.4535247000000000e+01,3.7594409999999998e+00,"EFC8C9"
232275,"A98.100.407",4.6419068000000003e+01,1.2241149000000000e+01,3.2224290000000000e+00,"846768"
232276,"B11.100.504",5.6187497999999998e+01,1.3508369999999999e+01,4.0629229999999996e+00,"A17E7F"
232277,"B10.109.259",3.1615441000000001e+01,1.1079069000000000e+01,3.2858079999999998e+00,"5D4445"
232278,"B01.121.745",8.0205074999999994e+01,2.0424790999999999e+01,5.5755390000000000e+00,"F0B9BC"
232279,"B04.247.254",3.1171025000000000e+01,2.4960446999999998e+01,7.0167640000000002e+00,"70393F"
232280,"B10.246.552",6.0943558000000003e+01,3.4726047000000001e+01,1.0314655999999999e+01,"D17A81"
232281,"B39.290.307",3.6458928999999998e+01,2.9922260000000001e+01,1.1483299000000001e+01,"864144"
232282,"A98.354.354",4.1173287000000002e+01,4.0824463999999999e+01,1.0811612000000000e+01,"A04251"
232283,"B02.395.304",3.6171638999999999e+01,4.2606779000000003e+01,1.1723330000000001e+01,"953344"
232284,"B04.409.402",4.5945886999999999e+01,4.9556043000000003e+01,1.3864697000000000e+01,"BA4357"
232285,"B13.413.395",4.5230037000000003e+01,4.9247095999999999e+01,1.5022672000000000e+01,"B84254"
232286,"A98.437.312",3.6960996999999999e+01,4.7883844000000003e+01,1.2598075000000000e+01,"9D2D44"
232287,"B1N.035.781",8.3801946999999998e+01,6.0447980000000001e+00,1.8779840000000001e+00,"DECDCC"
232288,"A9N.051.349",4.0695763999999997e+01,5.9083889999999997e+00,1.4410369999999999e+00,"6B5D5D"
232289,"B1N.058.450",5.0777566999999998e+01,7.3324759999999998e+00,2.2931360000000001e+00,"877574"
232290,"B1N.058.662",7.1907044999999997e+01,9.1242819999999991e+00,2.7644110000000000e+00,"C3ABAA"
232291,"B0N.049.759",8.1640243999999996e+01,8.4282690000000002e+00,2.4781059999999999e+00,"DDC6C5"
232292,"B2N.057.804",8.6105992999999998e+01,9.8588950000000004e+00,3.3879609999999998e+00,"EDD1D0"
232293,"B2N.090.799",8.5676326000000003e+01,1.5722699000000000e+01,5.1166219999999996e+00,"F8CCCC"
232294,"B13.100.308",3.6585639999999998e+01,1.0795688000000000e+01,3.3034520000000001e+00,"695050"
232295,"B28.101.547",6.0404547000000001e+01,1.3937824000000001e+01,4.8698399999999999e+00,"AD8989"
232296,"B0N.098.699",7.5698679999999996e+01,1.5763437000000000e+01,4.6581450000000002e+00,"DBB0B1"
232297,"B11.113.737",7.9414921000000007e+01,1.8763580000000001e+01,5.6631950000000000e+00,"EBB8BA"
232298,"B17.146.660",7.1786460000000005e+01,2.2581299000000001e+01,7.1922329999999999e+00,"DCA1A2"
232299,"B15.144.128",1.8559794000000000e+01,1.1950163000000000e+01,3.7190409999999998e+00,"3F2728"
232300,"B10.200.390",4.4791725999999997e+01,2.3777632000000001e+01,7.0434460000000003e+00,"935B5E"
232301,"A96.206.286",3.4343055000000000e+01,2.1932926999999999e+01,5.6671550000000002e+00,"744348"
232302,"B08.225.589",6.4686785000000000e+01,3.2972631000000000e+01,9.6197769999999991e+00,"D9868C"
232303,"B14.243.256",3.1377161000000001e+01,2.4373563000000001e+01,7.5359710000000000e+00,"703A3F"
232304,"B10.301.394",4.5168689999999998e+01,3.5918286000000002e+01,1.0640088000000000e+01,"A5515A"
232305,"B04.278.211",2.6860948000000000e+01,2.6412462000000001e+01,7.4347230000000000e+00,"672E35"
232306,"B0N.049.559",6.1683418000000003e+01,7.0133520000000003e+00,1.9379800000000000e+00,"A39191"
232307,"B2N.064.731",7.8812895999999995e+01,1.0482154000000000e+01,3.4210460000000000e+00,"D9BDBC"
232308,"B2N.075.768",8.2595298000000000e+01,1.2776588000000000e+01,4.1976190000000004e+00,"E9C5C5"
232309,"B2N.091.626",6.8384760999999997e+01,1.3589192000000001e+01,4.5111629999999998e+00,"C29E9E"
232310,"A99.102.225",2.8223640000000000e+01,9.9918220000000009e+00,2.6498990000000000e+00,"533D3E"
232311,"B21.126.459",5.1649577000000001e+01,1.6007915000000001e+01,5.2682659999999997e+00,"997172"
232312,"B13.132.380",4.3785823000000001e+01,1.5460067000000000e+01,4.7428400000000002e+00,"835E5F"
232313,"B21.164.280",3.3793495999999998e+01,1.6856397000000001e+01,5.5376810000000001e+00,"6C4547"
43245,"ENN.004.412",4.6940410999999997e+01,1.1633599999999999e-01,4.2029600000000000e-01,"706F6E"
43246,"FNN.019.540",5.9766024999999999e+01,2.4119599999999999e-01,2.0655690000000000e+00,"92908B"
46186,"G4N.036.856",9.1391378000000003e+01,-6.9506900000000005e-01,5.3527849999999999e+00,"E9E6DA"
46251,"E74.137.658",7.1504392999999993e+01,5.5509389999999996e+00,1.6343380000000000e+01,"C5AB91"
46306,"R75.264.473",5.3039037000000000e+01,-1.1769779000000000e+01,-1.7678096000000000e+01,"4F869B"
46732,"G9N.071.809",8.6677203000000006e+01,-2.3840290000000000e+00,9.9273330000000009e+00,"DCDAC5"
46872,"G07.494.788",8.4534268999999995e+01,-1.3322719999999999e+00,6.8369350999999995e+01,"F4D148"
47017,"E75.413.617",6.7477684999999994e+01,1.5949695999999999e+01,4.7218457000000001e+01,"D6984D"
47333,"F59.117.794",8.5111141000000003e+01,1.7246260000000000e+00,1.6164045000000002e+01,"E4D3B5"
47334,"F8N.095.765",8.2293124000000006e+01,3.4734599999999999e-01,1.2832360000000000e+01,"D7CCB3"
47453,"F5N.075.800",8.5710336999999996e+01,1.2649100000000000e+00,1.0446357000000001e+01,"E1D5C1"
47642,"E8N.074.563",6.2093874999999997e+01,2.4684640000000000e+00,8.0977940000000004e+00,"A09487"
47943,"E79.130.633",6.9046205999999998e+01,4.9516780000000002e+00,1.5197568000000000e+01,"BCA58C"
48094,"G5N.064.692",7.4998396000000000e+01,-1.1235750000000000e+00,8.0959339999999997e+00,"BDB9A8"
48210,"X6N.069.798",8.5570336999999995e+01,1.0203901999999999e+01,-7.0416119999999998e+00,"E4D0E2"
48216,"X70.307.208",2.6575612000000000e+01,2.8039726999999999e+01,-1.9267253000000000e+01,"5B2E5C"
48226,"Y28.107.770",8.2733841999999996e+01,1.6959612000000000e+01,-8.1768459999999994e+00,"E7C4DC"
48237,"Y77.120.750",8.0740621000000004e+01,1.9801385000000000e+01,-6.5879240000000001e+00,"E8BCD4"
48252,"Z78.380.423",4.8069712000000003e+01,4.9770097999999997e+01,-2.8067000000000002e+00,"BB4B78"
48253,"A39.444.306",3.6307687999999999e+01,5.0356110000000001e+01,5.2798639999999999e+00,"9C284E"
48254,"Z4N.061.816",8.7354455000000002e+01,1.1055997000000000e+01,-1.6186790000000000e+00,"EFD4DD"
48268,"A93.387.465",5.2298692000000003e+01,5.0685000000000002e+01,1.2707853000000000e+01,"CE5369"
48270,"A8N.059.826",8.8312974999999994e+01,1.0675705000000001e+01,2.5217399999999999e+00,"F4D7D8"
48275,"B13.288.577",6.3435448999999998e+01,4.1402096000000000e+01,1.2716716000000000e+01,"E37B84"
48324,"E47.243.761",8.1806582000000006e+01,1.3226286000000000e+01,3.1413308000000001e+01,"F7C190"
48332,"F21.252.800",8.5770291999999998e+01,7.3011939999999997e+00,3.4932699999999997e+01,"FAD093"
48337,"F89.111.865",9.2269566999999995e+01,4.3441400000000002e-01,1.6497584000000000e+01,"F7E8C8"
48341,"F34.355.781",8.3895313000000002e+01,8.4225259999999995e+00,4.8418118999999997e+01,"FCC974"
48358,"G46.509.753",8.1044689000000005e+01,-8.3067709999999995e+00,6.8081912000000003e+01,"DECB3E"
48363,"H09.188.842",8.9933890000000005e+01,-7.8827629999999997e+00,2.6725947999999999e+01,"E7E5AD"
48426,"Q79.174.763",8.2037757999999997e+01,-1.4433809999999999e+01,-1.2956284999999999e+01,"9ED5E2"
48435,"R79.259.707",7.6493786999999998e+01,-1.4365140999999999e+01,-2.2094441000000000e+01,"80C6E3"
48436,"R99.345.642",6.9917265000000000e+01,-1.6732054999999999e+01,-2.8809262000000000e+01,"55B6DD"
48454,"T11.327.564",6.2195061000000003e+01,-7.4041399999999999e+00,-3.1221761000000001e+01,"5B9DCC"
48457,"U75.404.193",2.5060471000000000e+01,7.0166630000000003e+00,-3.5132173000000002e+01,"113B70"
48475,"W8N.084.760",8.1767709999999994e+01,9.8983980000000003e+00,-1.0763916000000000e+01,"D5C6DE"
48480,"W83.291.339",3.9677571999999998e+01,2.5196857000000001e+01,-2.7456982000000000e+01,"705089"
48518,"B17.130.705",7.6284256999999997e+01,2.1015301000000001e+01,6.6660649999999997e+00,"E6AEAF"
48521,"B20.397.413",4.7045577999999999e+01,4.7950011000000003e+01,1.5641109999999999e+01,"BC4857"
48523,"B7N.067.788",8.4597874000000004e+01,1.0528017000000000e+01,5.2055680000000004e+00,"EBCCC8"
48528,"B81.407.454",5.1177173000000003e+01,4.6187694000000000e+01,2.3816026000000001e+01,"C85553"
48554,"D2N.098.801",8.5831586000000001e+01,1.0070095000000000e+01,1.1683025000000001e+01,"F2D0C0"
48557,"D24.210.709",7.6655935999999997e+01,2.0130063000000000e+01,2.2938291000000000e+01,"EFAF93"
48566,"D88.220.730",7.8746253999999993e+01,1.6203050999999999e+01,2.6208349999999999e+01,"F0B792"
48579,"E44.151.784",8.4130730000000000e+01,8.6112819999999992e+00,1.9940014999999999e+01,"F0CBAB"
48585,"E77.100.839",8.9657285999999999e+01,4.6873849999999999e+00,1.4113020000000001e+01,"F5DEC5"
48586,"E78.135.816",8.7385575000000003e+01,6.1414939999999998e+00,1.8660021000000000e+01,"F4D6B7"
48596,"E77.231.733",7.9057124000000002e+01,9.8869399999999992e+00,2.9637273000000000e+01,"E8BC8C"
48598,"E77.312.681",7.3824802000000005e+01,1.2656736000000000e+01,3.8100265999999998e+01,"E1AC6F"
48599,"E77.359.660",7.1707369999999997e+01,1.4313988000000000e+01,4.2981813000000002e+01,"DFA560"
48658,"F68.418.749",8.0688131999999996e+01,4.5992100000000002e+00,5.5223179000000002e+01,"EEC35D"
48661,"F82.174.857",9.1489907000000002e+01,1.1576290000000000e+00,2.5488026999999999e+01,"FBE4B4"
48663,"F81.269.844",9.0149452999999994e+01,1.9374330000000000e+00,3.8981830000000002e+01,"FFDF97"
48668,"F82.466.798",8.5594228000000001e+01,2.9638350000000000e+00,6.4759428000000000e+01,"FDD155"
48682,"F96.352.780",8.3724063000000001e+01,4.1520299999999999e-01,4.8240102999999998e+01,"EECE73"
48690,"G27.365.815",8.7228358000000000e+01,-3.7597510000000001e+00,5.1927318999999997e+01,"F3DA75"
48697,"G25.303.809",8.6661061000000004e+01,-2.8933689999999999e+00,4.2871150999999998e+01,"EFD886"
48710,"H78.160.845",9.0203517000000005e+01,-1.0839111000000001e+01,2.1507304999999999e+01,"DEE8B8"
48712,"H78.231.819",8.7691152000000002e+01,-1.5306164000000001e+01,3.0426158999999998e+01,"D4E3A0"
48716,"H68.549.630",6.8721429000000001e+01,-2.8429530000000000e+01,6.0151037000000002e+01,"94B42D"
48768,"K56.293.609",6.6624261000000004e+01,-2.8829415999999998e+01,2.1377673000000001e+01,"78AF79"
48896,"S77.174.691",7.4858328999999998e+01,-5.6756250000000001e+00,-1.7158107999999999e+01,"9ABDD6"
48899,"S77.298.551",6.0851111000000003e+01,-8.7414550000000002e+00,-2.6204353999999999e+01,"5D9ABF"
48905,"S74.140.680",7.3702729000000005e+01,-4.6337359999999999e+00,-1.3617761000000000e+01,"9EB9CC"
48911,"T38.105.767",8.2428503000000006e+01,-2.0045690000000000e+00,-1.2398974000000001e+01,"BDCFE2"
232314,"B17.155.504",5.6165415000000003e+01,2.0724110000000000e+01,6.6088380000000004e+00,"AD797B"
232315,"B24.188.692",7.4917918999999998e+01,2.9821372000000000e+01,1.0051012000000000e+01,"F3A4A6"
232316,"B13.189.224",2.8181787000000000e+01,1.8127927000000000e+01,5.5450480000000004e+00,"5F383A"
232317,"B21.211.522",5.7913513999999999e+01,2.8638670999999999e+01,9.4302270000000004e+00,"BF787B"
232318,"B24.217.537",5.9466881000000001e+01,2.9697842000000001e+01,1.0073672000000000e+01,"C57B7E"
232319,"B20.221.291",3.4872194999999998e+01,2.2992289000000000e+01,7.5323539999999998e+00,"774346"
232320,"B07.231.264",3.2196755000000003e+01,2.3565842000000000e+01,6.8271930000000003e+00,"713D41"
232321,"B20.237.440",4.9717067999999998e+01,2.9461133000000000e+01,9.5949939999999998e+00,"A96266"
232322,"B30.275.585",6.4278195999999994e+01,3.9194747000000000e+01,1.3900565000000000e+01,"E37F84"
232323,"B18.314.514",5.7148598000000000e+01,4.2286161000000000e+01,1.3510363000000000e+01,"D26973"
232324,"B22.389.500",5.5755085000000001e+01,5.1432032999999997e+01,1.7069056000000000e+01,"DB5B6A"
232325,"B27.437.447",5.0472681000000001e+01,5.4369979999999998e+01,1.8811482999999999e+01,"CF495A"
232326,"B3N.034.640",6.9767544000000001e+01,5.1365390000000000e+00,1.8864289999999999e+00,"B6A7A6"
232327,"B1N.035.836",8.9374692999999994e+01,6.3726770000000004e+00,2.0703239999999998e+00,"EFDDDB"
232328,"B0N.032.836",8.9394279999999995e+01,5.9128379999999998e+00,1.6944690000000000e+00,"EEDDDC"
232329,"B5N.031.865",9.2253604999999993e+01,5.5191379999999999e+00,2.3347039999999999e+00,"F6E5E3"
232330,"B0N.051.403",4.6061238000000003e+01,6.1823850000000000e+00,1.7595369999999999e+00,"796A69"
232331,"B2N.046.470",5.2736618999999997e+01,5.9269889999999998e+00,2.0936870000000001e+00,"8A7A79"
232332,"B3N.076.787",8.4485163000000000e+01,1.2862840000000000e+01,4.7879399999999999e+00,"EFCBC9"
232333,"B4N.065.829",8.8687107999999995e+01,1.1273917000000001e+01,4.4872030000000001e+00,"F8D7D5"
232334,"B37.110.160",2.1712885000000000e+01,9.2630540000000003e+00,3.4952109999999998e+00,"432F2F"
232335,"B24.144.464",5.2147176000000002e+01,1.8404710999999999e+01,6.2276879999999997e+00,"9E7172"
232336,"B20.134.684",7.4177227999999999e+01,2.1123947999999999e+01,6.8766520000000000e+00,"E1A8A9"
232337,"B42.139.738",7.9552080000000004e+01,2.2311958000000001e+01,8.7474939999999997e+00,"F3B6B4"
232338,"B34.187.601",6.5844037999999998e+01,2.6816638999999999e+01,9.8171669999999995e+00,"D38E8E"
232339,"B25.191.403",4.6004646000000001e+01,2.2696375000000000e+01,7.7458780000000003e+00,"955E60"
232340,"B34.192.685",7.4243504000000001e+01,2.9710045999999998e+01,1.0908079000000001e+01,"F1A2A3"
232341,"B28.197.631",6.8894717999999997e+01,2.9367531000000000e+01,1.0279883000000000e+01,"E09496"
232342,"B31.251.611",6.6878225999999998e+01,3.6517127000000002e+01,1.3097441000000000e+01,"E6888C"
232343,"B39.264.351",4.0842306000000001e+01,2.8848265000000001e+01,1.1014384000000000e+01,"904D4F"
232344,"B32.255.656",7.1365675999999993e+01,3.8564613999999999e+01,1.3990275000000000e+01,"F79396"
232345,"B38.307.374",4.3165488000000003e+01,3.4514682999999998e+01,1.3075697000000000e+01,"9F4D51"
232346,"B32.285.173",2.3071176999999999e+01,2.4718129999999999e+01,8.9277239999999995e+00,"5B272A"
232347,"B37.312.222",2.7921983000000001e+01,2.8806826000000001e+01,1.0883627000000001e+01,"6D2E32"
232348,"B32.310.553",6.1018068000000000e+01,4.2596797000000002e+01,1.5440636000000000e+01,"DE7379"
232349,"B29.326.512",5.6946894999999998e+01,4.3269109000000000e+01,1.5278468000000000e+01,"D3686F"
232350,"B35.377.397",4.5437291999999999e+01,4.3729619999999997e+01,1.6189429000000001e+01,"B24952"
232351,"B34.372.513",5.7007131999999999e+01,4.8912104999999997e+01,1.8010888999999999e+01,"DC626B"
232352,"B27.419.323",3.8076256000000001e+01,4.5126395000000002e+01,1.5643541000000001e+01,"9E3442"
232353,"B42.449.438",4.9501812999999999e+01,5.3855922000000000e+01,2.1028289999999998e+01,"CC4754"
232354,"B34.436.248",3.0554455000000001e+01,4.2049633999999998e+01,1.5397800999999999e+01,"852432"
232355,"B6N.044.312",3.6934880000000000e+01,4.4189410000000002e+00,1.9848490000000001e+00,"5F5553"
232356,"B3N.039.440",4.9721584999999997e+01,4.8405079999999998e+00,1.8219390000000000e+00,"807472"
232357,"B3N.046.418",4.7515025000000001e+01,5.5573579999999998e+00,2.0781930000000002e+00,"7C6E6D"
232358,"B3N.051.695",7.5287119000000004e+01,8.1503259999999997e+00,2.8990220000000000e+00,"CBB4B3"
232359,"B3N.092.523",5.8018476999999997e+01,1.2290734000000000e+01,4.6275969999999997e+00,"A48483"
232360,"B4N.093.636",6.9302816000000007e+01,1.3645276000000001e+01,5.3087650000000002e+00,"C5A19F"
232361,"B3N.099.732",7.8963481000000002e+01,1.5895277999999999e+01,6.0823669999999996e+00,"E5B9B7"
232362,"B36.137.314",3.7193916999999999e+01,1.4361008000000000e+01,5.3716650000000001e+00,"714F4F"
232363,"B43.165.584",6.4170738999999998e+01,2.3022251000000001e+01,9.0942249999999998e+00,"C88C8B"
232364,"B33.186.267",3.2459578999999998e+01,1.8425338000000000e+01,6.6967280000000002e+00,"6B4142"
232365,"B66.218.154",2.1176642000000001e+01,1.7245874000000001e+01,8.0502129999999994e+00,"4D2827"
232366,"B47.219.295",3.5248237000000003e+01,2.1959624000000002e+01,8.9581400000000002e+00,"774545"
232367,"B40.221.564",6.2187441000000000e+01,3.0327725000000001e+01,1.1646801000000000e+01,"CF8182"
232368,"B35.237.362",4.1950014000000003e+01,2.6363386999999999e+01,9.7853340000000006e+00,"905153"
232369,"B37.258.577",6.3413314999999997e+01,3.6067830999999998e+01,1.3598220000000000e+01,"DC8082"
232370,"B46.259.187",2.4431715000000001e+01,2.2388162000000001e+01,9.0401589999999992e+00,"5C2C2D"
232371,"B43.269.513",5.7070765999999999e+01,3.4937632999999998e+01,1.3807770000000000e+01,"C87072"
232372,"B26.244.153",2.1066711000000002e+01,2.0719262000000001e+01,7.1040179999999999e+00,"512629"
232373,"B43.287.477",5.3493949000000001e+01,3.5944389999999999e+01,1.4192311999999999e+01,"BF6668"
232374,"B38.269.185",2.4274429000000001e+01,2.3487905999999999e+01,8.9411199999999997e+00,"5D2A2D"
232375,"B49.337.364",4.2191873999999999e+01,3.6716512999999999e+01,1.5156832000000000e+01,"9F484C"
232376,"B55.341.184",2.4192523000000001e+01,2.8840903000000001e+01,1.2429527999999999e+01,"642528"
232377,"B47.390.309",3.6609423999999997e+01,3.9815468000000003e+01,1.6170963000000000e+01,"94373E"
232378,"B38.495.329",3.8639983999999998e+01,5.2718426000000001e+01,1.9948553000000000e+01,"AA293D"
48916,"T34.338.458",5.1572589000000001e+01,-5.3447079999999998e+00,-3.1015046000000002e+01,"4380AE"
48932,"U01.307.405",4.6291958000000001e+01,1.2640499999999999e-01,-3.0140077000000002e+01,"48709F"
49019,"A54.114.619",6.7641043999999994e+01,1.7685687000000001e+01,2.5197010000000000e+00,"C69AA0"
49024,"B1N.084.718",7.7580321999999995e+01,1.3746928000000000e+01,4.3581729999999999e+00,"DCB7B7"
49036,"B80.178.458",5.1505246000000000e+01,2.0417238999999999e+01,1.0438568999999999e+01,"A26D69"
49037,"B91.325.245",3.0292532000000001e+01,2.7970991000000001e+01,1.5345444000000001e+01,"743430"
49061,"D10.275.363",4.2068306000000000e+01,1.9423856000000001e+01,2.0515958000000001e+01,"8A5642"
49068,"D04.310.448",5.0546635999999999e+01,2.4763604000000001e+01,2.5348528999999999e+01,"AB674E"
49099,"F06.253.694",7.5102329999999995e+01,7.9415469999999999e+00,3.1631784000000000e+01,"DAB27E"
49108,"F07.307.613",6.7047236999999996e+01,8.7157319999999991e+00,3.5370162999999998e+01,"C69C63"
49113,"F35.169.706",7.6358598999999998e+01,3.6818130000000000e+00,2.1448397000000000e+01,"D2B994"
49122,"F36.265.665",7.2205337999999998e+01,5.3851120000000003e+00,3.2327784000000001e+01,"CEAC75"
49127,"F37.176.764",8.2121915000000001e+01,3.9063970000000001e+00,2.3719674000000001e+01,"E4C99F"
49136,"F64.120.811",8.6815298999999996e+01,1.5663520000000000e+00,1.6850611000000001e+01,"E9D7B8"
49199,"G5N.098.784",8.4155520999999993e+01,-1.9193400000000000e+00,1.3620975000000000e+01,"D9D2B7"
49202,"G59.138.661",7.1859036000000003e+01,-2.6301660000000000e+00,1.6865743999999999e+01,"B7B190"
49214,"G5N.060.820",8.7726583000000005e+01,-1.1626740000000000e+00,8.6319409999999994e+00,"E1DCCA"
49235,"H17.216.680",7.3770172000000002e+01,-8.2883680000000002e+00,2.6149372000000000e+01,"B8B984"
49247,"J37.118.759",8.1662582999999998e+01,-9.7092399999999994e+00,1.3520198000000001e+01,"C3D0B0"
49268,"H78.191.348",4.0519578000000003e+01,-7.1356460000000004e+00,1.4182843999999999e+01,"5D6247"
49362,"P85.109.663",7.2013630000000006e+01,-1.0377609000000000e+01,-5.4815950000000004e+00,"96B7B9"
49366,"P81.184.450",5.0728793000000003e+01,-1.3933771000000000e+01,-7.1836159999999998e+00,"548083"
49373,"Q34.139.728",7.8520401000000007e+01,-1.2690215999999999e+01,-8.9605979999999992e+00,"9ECAD1"
49427,"R56.219.521",5.7831389999999999e+01,-1.0931449000000001e+01,-1.4772384000000001e+01,"6392A3"
49438,"S1N.040.767",8.2455515000000005e+01,-1.9686520000000001e+00,-3.8598590000000002e+00,"C6CFD3"
49468,"VNN.023.820",8.7736069999999998e+01,1.9068609999999999e+00,-3.3905409999999998e+00,"DDDBE1"
49508,"ENN.020.816",8.7342097999999993e+01,1.5433450000000000e+00,2.6922199999999998e+00,"E0DAD4"
49514,"D8N.039.823",8.8020537000000004e+01,3.1734570000000000e+00,5.0473109999999997e+00,"E7DBD2"
49517,"ENN.014.816",8.7345647000000000e+01,7.7180700000000002e-01,1.9728490000000001e+00,"DEDAD5"
49533,"F6N.045.863",9.2080861999999996e+01,6.2978699999999999e-01,6.6074240000000000e+00,"EFE8DA"
49541,"F8N.052.820",8.7782419000000004e+01,3.6258099999999999e-01,7.4439240000000000e+00,"E3DBCC"
49549,"G2N.087.882",9.3966995999999995e+01,-1.0037570000000000e+00,1.3184927999999999e+01,"F6EED3"
49553,"G5N.078.862",9.1981835000000004e+01,-1.5357520000000000e+00,1.1549980000000000e+01,"EEE8D0"
49554,"H0N.073.864",9.2163916000000000e+01,-2.9887530000000000e+00,1.0660538000000001e+01,"EBEAD2"
49555,"G9N.088.875",9.3241715999999997e+01,-3.3444310000000002e+00,1.3067723000000001e+01,"F0EDD1"
49578,"NNN.007.862",9.1929463999999996e+01,-1.0057900000000000e+00,-1.0705400000000000e-01,"E6E9E6"
49579,"SNN.007.863",9.2020577000000003e+01,-3.9055499999999999e-01,-8.3451299999999995e-01,"E7E9E8"
49589,"SNN.017.862",9.1956919999999997e+01,-6.9352400000000003e-01,-1.8893350000000000e+00,"E5E9EA"
49595,"XNN.017.863",9.2064137000000002e+01,2.8250630000000001e+00,-1.7850880000000000e+00,"ECE7EA"
49598,"JNN.008.880",9.3759367999999995e+01,-7.3040099999999997e-01,1.1628380000000000e+00,"EDEEE9"
49601,"FNN.012.814",8.7143011999999999e+01,2.3322300000000001e-01,1.7510360000000000e+00,"DCDAD5"
